currentGen,meanFitness,meanTime
0,0.003835807094037114,0.00021001100540161133
1,0.0016618173776948115,0.0003800678253173828
2,0.0009040451317150571,0.0007101297378540039
3,0.00046379209342968774,0.0010902047157287597
4,0.0001964966066256092,0.0014402890205383301
5,8.678602737828512e-05,0.001730368137359619
6,4.757902274411815e-05,0.002140469551086426
7,1.755858372325098e-05,0.0024505400657653807
8,1.156118917788366e-05,0.0027606034278869628
9,6.868025825056286e-06,0.003160703182220459
10,4.65393995790586e-06,0.0035307788848876953
11,1.1329477535542298e-06,0.0038108730316162107
12,5.969158530923506e-07,0.0042310810089111325
13,1.530232132692717e-07,0.004721181392669678
14,7.853839990909122e-08,0.00500119686126709
15,5.0520837789853906e-08,0.005361175537109375
16,4.711485242738886e-08,0.00572124719619751
17,3.262519602195133e-08,0.006021308898925781
18,3.157382816539281e-08,0.006361372470855713
19,3.1111538795765463e-08,0.0068114852905273434
20,9.776102958073912e-10,0.007111561298370361
21,6.38682957190841e-10,0.00739161729812622
22,2.2063939721380562e-10,0.007841684818267823
23,1.7518353225498668e-10,0.008131756782531738
24,1.4641221609443262e-10,0.0084218430519104
25,2.537028584414727e-11,0.008871979713439941
26,7.2693263864033245e-12,0.009202063083648682
27,6.34032780641796e-12,0.009512174129486083
28,6.1989173688541915e-12,0.009972238540649414
29,6.039959505501995e-12,0.010282337665557861
30,1.068425402816442e-12,0.010572340488433838
