currentGen,meanFitness,meanTime
0,0.0031685897389957213,0.00018002033233642577
1,0.0026753017172895686,0.0007001686096191406
2,0.002761506417256239,0.0010102415084838868
3,0.0025879223607210623,0.0013902997970581055
4,0.002200399870775124,0.0018603801727294922
5,0.002395108474595743,0.0021704745292663572
6,0.002235862018318609,0.002600555419921875
7,0.002544052339270195,0.003030691146850586
8,0.0019998521804799234,0.003320722579956055
9,0.0019899528892521863,0.0037407898902893067
10,0.0018654408420357856,0.004150886535644532
11,0.0021174009652592317,0.004440979957580566
12,0.001944789561210046,0.005001211166381836
13,0.0019687684988762646,0.005391294956207275
14,0.001981312671230631,0.005791306495666504
15,0.002076752779388283,0.006221377849578857
16,0.0019423941083897866,0.006561460494995117
17,0.0019137379325530517,0.006971595287322998
18,0.0018296159584677897,0.007461707592010498
19,0.0018791844731018774,0.007691750526428223
20,0.0018391297936707102,0.008161818981170655
21,0.0018311790662769493,0.008571863174438477
22,0.0015934020485309853,0.008801884651184082
23,0.0016913355937609247,0.00931206464767456
24,0.0017094465131354151,0.009732167720794677
25,0.0015399022114610042,0.010112278461456299
26,0.0016591738806816289,0.010542383193969726
27,0.0015377269746105066,0.010922491550445557
28,0.0016972686856488012,0.011202545166015624
29,0.0017399782473049175,0.011662614345550538
30,0.0014505555673487616,0.011942665576934814
