currentGen,meanFitness,meanTime
0,0.0035062714324139536,0.00019002437591552734
1,0.001234312633990923,0.0005500292778015136
2,0.0004223225224067122,0.000879666805267334
3,0.00017593115929914467,0.0011546635627746583
4,8.28714971543248e-05,0.0016149139404296874
5,3.3961721117912815e-05,0.0020049285888671877
6,1.9180928721215593e-05,0.002314941883087158
7,9.434656166153216e-06,0.0027549219131469726
8,5.643023831711963e-06,0.003095107078552246
9,4.866128043467709e-06,0.0034851956367492674
10,6.304097071300597e-07,0.0038158512115478516
11,2.952467976877011e-07,0.004205856323242187
12,1.4624972112298097e-07,0.0047059464454650875
13,1.209132281907925e-07,0.005096018314361572
14,2.540680886431703e-08,0.005486090183258057
15,2.253423387711013e-08,0.005896220207214356
16,4.359537632667497e-09,0.006196236610412598
17,1.9590579901754868e-09,0.006586313247680664
18,1.021417007809607e-09,0.007016351222991943
19,5.259375969308694e-10,0.00727668285369873
20,4.750020372928089e-10,0.007716939449310302
21,3.277078998649468e-10,0.008117041587829589
22,2.0154198052118457e-10,0.008427038192749023
23,1.907542332348305e-10,0.008847041130065918
24,1.819064294861143e-10,0.00926715612411499
25,6.06583119206749e-12,0.0095670485496521
26,5.855279726520908e-12,0.009967117309570313
27,5.711868187243401e-12,0.010367200374603272
28,3.0112817886474816e-12,0.010667204856872559
29,1.1744625747594636e-12,0.011076843738555909
30,1.1511293534215973e-12,0.01143695592880249
